Name_lang,Description_lang,Pos[0],Pos[1],ContinentID,AreaName_lang
Anglers Wharf Anglers Quartermaster,,-1469.9913,-260.47397,870,Anglers Wharf
Stormstout Brewery Brewmasters Quartermaster,,-695.30554,1253.743,870,Stormstout Brewery
Mogu'shan Palace Golden Lotus Quartermaster - Alliance,,888.40625,346.85245,870,Mogu'shan Palace
Klaxxi'vess Klaxxi Quartermaster,,149.92361,3193.0112,870,Klaxxi'vess
Seat of Knowledge Lorewalkers Quartermaster,,1453.3611,405.46875,870,Seat of Knowledge
Halfhill Tillers Quartermaster,,-258.21875,599.3455,870,Halfhill
Shrine of Seven Stars Flight Trainer,,911.73267,348.4757,870,Shrine of Seven Stars
Halfhill Herbalism,,-246.35938,570.88544,870,Halfhill
Shado-Pan Garrison Quartermaster,,1856.3403,4274.068,870,Shado-Pan Garrison
Conquest & Honor Quartermaster,,200.55556,2203.1355,870,Serpent's Spine
Serpent's Spine Horde Conquest Quartermasters,,2141.6477,2620.6885,870,Serpent's Spine
Conquest & Honor Quartermaster,,2141.6477,2620.6885,870,Gate of the Setting Sun
The Arboretum Order of the Cloud Serpent Quartermaster,,1461.1666,-2498.7969,870,The Arboretum
Domination Point Graveyard,Horde Controlled,-1964.7795,2282.3542,870,Krasarang Wilds
Domination Point Graveyard,Alliance Controlled,-1964.8733,2282.3855,870,Krasarang Wilds
Domination Point Tower,Horde Controlled,-2183.4705,2331.5676,870,Krasarang Wilds
Domination Point Tower,Alliance Controlled,-2183.4324,2331.54,870,Krasarang Wilds
Lion's Landing Graveyard,Horde Controlled,-773.4149,-1033.6111,870,Krasarang Wilds
Lion's Landing Graveyard,Alliance Controlled,-773.40106,-1033.5625,870,Krasarang Wilds
Lion's Landing Tower,Horde Controlled,-881.5399,-769.26215,870,Krasarang Wilds
Lion's Landing Tower,Alliance Controlled,-881.5399,-769.3108,870,Krasarang Wilds
Elder Adler,,-1292.8281,1513.9531,1104,Krasarang Wilds
Rosey Axlerod,,-1188.4305,1147.7413,1104,Krasarang Wilds
Duff McStrum,,-1175.6788,1210.5573,1104,Krasarang Wilds
Blacksand Oilfield,Horde Controlled,-2116.4565,1768.3507,870,Krasarang Wilds
Blacksand Oilfield,Alliance Controlled,-2116.4602,1768.3872,870,Krasarang Wilds
Ogudei Shrine,Horde Controlled,-717.52954,-1030.0469,870,Krasarang Wilds
Ogudei Shrine,Alliance Controlled,-717.53125,-1030.0017,870,Krasarang Wilds
Master Brownstone,,-1163.4045,1037.4635,1104,Krasarang Wilds
Ferra Pearl,,-1093.6216,1256.6927,1104,Krasarang Wilds
The Zandalari Battlements,Aid the Kirin Tor war effort to gain access to the city.,6820.8525,5458.492,1064,Isle of Thunder
The Zandalari Battlements,You need to gain a foothold on the island before attacking the city.,6820.9834,5458.362,1064,Isle of Thunder
The Thunder Forges,Aid the Kirin Tor war effort to gain access to the forge.,7348.343,5403.2656,1064,Isle of Thunder
The Thunder Forges,You need to break through the battlements before attacking this area.,7347.894,5401.1396,1064,Isle of Thunder
Stormsea Landing,Aid the Kirin Tor war effort to gain access to the landing.,6924.854,4903.9185,1064,Isle of Thunder
Stormsea Landing,You need to control the Thunder Forges before attacking this area.,6923.6484,4902.349,1064,Isle of Thunder
The Foot of Lei Shen,Aid the Kirin Tor war effort to gain access to this area.,7301.731,4973.28,1064,Isle of Thunder
The Foot of Lei Shen,You need to hold Stormsea Landing before attacking this area.,7301.441,4973.6953,1064,Isle of Thunder
Shaol'mara,Aid the Kirin Tor war effort to gain access to this area.,6134.277,5011.243,1064,Isle of Thunder
Zeb'tula,Aid the Sunreaver war effort to gain access to this area.,7203.191,6302.98,1064,Isle of Thunder
The Zandalari Battlements,Aid the Sunreaver war effort to gain access to the city.,6820.8525,5458.492,1064,Isle of Thunder
The Thunder Forges,Aid the Sunreaver war effort to gain access to the forge.,7347.783,5401.788,1064,Isle of Thunder
Stormsea Landing,Aid the Sunreaver war effort to gain access to the landing.,6923.2397,4902.9653,1064,Isle of Thunder
The Foot of Lei Shen,Aid the Sunreaver war effort to gain access to this area.,7300.356,4973.5454,1064,Isle of Thunder
The Zandalari Battlements,You need to gain a foothold on the island before attacking the city.,6820.9834,5458.362,1064,Isle of Thunder
The Thunder Forges,You need to break through the battlements before attacking this area.,7347.4673,5401.8203,1064,Isle of Thunder
Stormsea Landing,You need to control the Thunder Forges before attacking this area.,6923.1987,4902.674,1064,Isle of Thunder
The Foot of Lei Shen,You need to hold Stormsea Landing before attacking this area.,7303.1353,4975.5645,1064,Isle of Thunder
Ogudei Shrine,Horde Controlled,-717.52954,-1030.0469,870,Ruins of Ogudei
Ogudei Shrine,Alliance Controlled,-717.53125,-1030.0017,870,Ruins of Ogudei
Pandaren Mine,In Conflict,68.30729,431.6146,1105,Deepwind Gorge
Pandaren Mine,In Conflict,68.37153,432.05728,1105,Deepwind Gorge
Pandaren Mine,Alliance Controlled,68.37847,431.90973,1105,Deepwind Gorge
Pandaren Mine,Horde Controlled,68.39931,431.4462,1105,Deepwind Gorge
Pandaren Mine,Uncontrolled,68.30035,431.76736,1105,Deepwind Gorge
Center Mine,Uncontrolled,-165.35243,502.55383,1105,Deepwind Gorge
Goblin Mine,In Conflict,-397.2639,573.61115,1105,Deepwind Gorge
Goblin Mine,Uncontrolled,-397.55902,573.4948,1105,Deepwind Gorge
Goblin Mine,In Conflict,-397.94965,573.83856,1105,Deepwind Gorge
Goblin Mine,Horde Controlled,-397.7014,573.55554,1105,Deepwind Gorge
Goblin Mine,Alliance Controlled,-397.58682,573.75867,1105,Deepwind Gorge
Center Mine,In Conflict,-165.13716,502.54514,1105,Deepwind Gorge
Center Mine,In Conflict,-164.99306,502.48264,1105,Deepwind Gorge
Center Mine,Horde Controlled,-165.07118,502.60938,1105,Deepwind Gorge
Center Mine,Alliance Controlled,-164.94966,502.4236,1105,Deepwind Gorge
Kor'kron Commander,,377.13022,-1968.3473,1,
Kor'kron Commander,,517.6528,-1586.9514,1,
Kor'kron Commander,,-493.6059,-2055.3489,1,
Kor'kron Commander,,-742.6528,-2485.9878,1,
Kor'kron Commander,,-41.258682,-1414.4827,1,
Kor'kron Commander,,-672.0972,-3744.9602,1,
Kor'kron Commander,,54.79514,-3024.6094,1,
Kor'kron Commander,,437.97745,-3451.1633,1,
Kor'kron Commander,,765.4514,-2894.3176,1,
Overturned Kor'kron Caravan,Lumber,570.3299,-1747.1702,1,
Overturned Kor'kron Caravan,Oil,482.15277,-2635.7153,1,
Overturned Kor'kron Caravan,Meat,-234.42882,-2511.7344,1,
Overturned Kor'kron Caravan,Stone,-898.5278,-3441.0676,1,
Overturned Kor'kron Caravan,Lumber,674.92017,-2125.816,1,
Overturned Kor'kron Caravan,Lumber,305.88715,-1595.6389,1,
Overturned Kor'kron Caravan,Oil,345.52084,-3268.5798,1,
Overturned Kor'kron Caravan,Oil,922.30035,-2969.0972,1,
Overturned Kor'kron Caravan,Meat,103.66493,-1952.5504,1,
Overturned Kor'kron Caravan,Meat,35.25,-2615.8298,1,
Overturned Kor'kron Caravan,Stone,-810.46875,-3087.337,1,
Overturned Kor'kron Caravan,Stone,-378.0,-3627.3438,1,
Julia Stevens,Aspiring Pet Tamer,-9876.11,89.52,0,
Old Macdonald,Master Pet Tamer,-9831.59,886.78,0,
Lindsay,Master Pet Tamer,-9414.94,-2334.44,0,
Eric Davidson,Master Pet Tamer,-10528.03,297.28,0,
Steven Lisbane,Master Pet Tamer,-12122.29,-142.4,0,
Bill Buckler,Master Pet Tamer,-14447.72,77.53,0,
Zunta,Aspiring Pet Tamer,791.04,-4281.26,1,
Dagra the Fierce,Master Pet Tamer,-221.81,-3165.47,1,
Analynn,Master Pet Tamer,3537.08,535.17,1,
Zonya the Sadist,Master Pet Tamer,588.54,382.45,1,
Merda Stronghoof,Master Pet Tamer,-917.52,1665.68,1,
Cassandra Kaboom,Master Pet Tamer,-3707.71,-1582.18,1,
Traitor Gluk,Master Pet Tamer,-4666.74,1288.99,1,
Grazzle the Great,Master Pet Tamer,-4653.96,-3802.35,1,
Kela Grimtotem,Master Pet Tamer,-4932.9,-1835.98,1,
Zoltan,Master Pet Tamer,4951.15,-624.15,1,
Elena Flutterfly,Master Pet Tamer,7563.73,-2446.02,1,
Stone Cold Trixxy,Grand Master Pet Tamer,6148.53,-5028.3,1,
David Kosse,Master Pet Tamer,65.62,-3999.93,0,
Deiza Plaguehorn,Master Pet Tamer,2295.27,-4986.98,0,
Kortas Darkhammer,Master Pet Tamer,-6512.87,-1110.56,0,
Everessa,Master Pet Tamer,-10229.63,-4008.05,0,
Durin Darkhammer,Master Pet Tamer,-7982.93,-1269.64,0,
Lydia Accoste,Grand Master Pet Tamer,-11141.02,-1834.53,0,
Nicki Tinytech,Master Pet Tamer,-216.6,2218.0,530,
Ras'an,Master Pet Tamer,241.98,8608.06,530,
Narrok,Master Pet Tamer,-1778.9,6927.21,530,
Morulu the Elder,Master Pet Tamer,-2084.03,5367.8,530,
Bloodknight Antari,Grand Master Pet Tamer,-3479.28,2546.71,530,
Beegle Blastfuse,Master Pet Tamer,1750.8,-3127.52,571,
Nearly Headless Jacob,Master Pet Tamer,5432.46,78.96,571,
Orkut Dragonwaste,Master Pet Tamer,2693.34,316.89,571,
Gutretch,Master Pet Tamer,5445.3,-1260.61,571,
Major Payne,Grand Master Pet Tamer,8609.03,590.56,571,
Brok,Master Pet Tamer,5269.79,-3534.61,1,
Bordin Steadyfist,Master Pet Tamer,856.13,508.82,646,
Goz Banefury,Master Pet Tamer,-4152.23,-5420.39,0,
Obalis,Grand Master Pet Tamer,-9763.45,-1061.34,1,
Hyuna of the Shrines,Grand Master Pet Tamer,1130.8,-1897.38,870,
Farmer Nishi,Grand Master Pet Tamer,-47.16,871.1,870,
Mo'ruk,Grand Master Pet Tamer,-1545.16,30.58,870,
Courageous Yon,Grand Master Pet Tamer,2546.45,2596.29,870,
Seeker Zusshi,Grand Master Pet Tamer,2559.26,4992.9,870,
Wastewalker Shu,Grand Master Pet Tamer,76.04,3190.32,870,
Aki the Chosen,Grand Master Pet Tamer,697.2,1689.28,870,Vale of Eternal Blossoms
Jeremy Feasel,Master Pet Tamer,-4099.4966,6382.1797,974,
Whispering Pandaren Spirit,Grand Master Pet Tamer,1975.2812,-565.71356,870,
Thundering Pandaren Spirit,Grand Master Pet Tamer,1705.0399,775.07117,870,
Burning Pandaren Spirit,Grand Master Pet Tamer,2946.092,3796.9436,870,
Flowing Pandaren Spirit,Grand Master Pet Tamer,-1706.0817,2867.6736,870,
Mogu'shan Palace Golden Lotus Quartermaster - Horde,,1575.7223,879.16144,870,Mogu'shan Palace
Rokk,Laughing Skull Ruins,5636.434,1858.9202,1116,
Rokk,Tank Base,5366.982,1534.9514,1116,
Rokk,Ogre Slave Camp,6263.3003,1691.231,1116,
Rokk,Pipeworks Camp,5743.8047,894.8333,1116,
Rokk,Steam Capping Camp,7363.087,1573.5608,1116,
Rokk,Shipyard Camp,6792.8716,312.8611,1116,
Arena Spectator's Chest,,7169.229,6024.3696,1116,Frostfire Ridge
Arena Master's Warhorn,,7257.686,6089.362,1116,Frostfire Ridge
Slave's Stash,,6457.64,5789.28,1116,Frostfire Ridge
Lagoon Pool,Requires Fishing,7882.47,6167.6,1116,Frostfire Ridge
Fallen Ogre,,7512.6587,4439.047,1116,Frostfire Ridge
Young Orc Traveler,,6829.731,4152.8403,1116,Frostfire Ridge
Young Orc Woman,,7675.647,3629.5383,1116,Frostfire Ridge
Thunderlord Cache,,7317.838,5415.4556,1116,Frostfire Ridge
Emberfall Tower,In Conflict,4801.473,-4211.3647,1191,
Volrath's Advance,Horde Controlled,4678.3145,-4222.1963,1191,
Crossroads,In Conflict,4535.019,-4211.8213,1191,
Tremblade's Vanguard,Alliance Controlled,4353.568,-4190.1895,1191,
Archmage Overwatch,Alliance Controlled,4226.889,-4171.1978,1191,
Volrath's Advance,In Conflict,4677.9585,-4223.139,1191,
Volrath's Advance,Alliance Controlled,4677.8604,-4222.2847,1191,
Emberfall Tower,Alliance Controlled,4801.799,-4211.2275,1191,
Emberfall Tower,Horde Controlled,4801.356,-4210.3735,1191,
Crossroads,Alliance Controlled,4535.08,-4211.788,1191,
Crossroads,Horde Controlled,4535.0337,-4211.858,1191,
Tremblade's Vanguard,Horde Controlled,4354.8594,-4191.2954,1191,
Tremblade's Vanguard,In Conflict,4354.5454,-4190.9204,1191,
Archmage Overwatch,In Conflict,4226.4707,-4171.528,1191,
Stormshield Stronghold,Alliance Controlled,3994.8665,-4095.481,1191,
Archmage Overwatch,Horde Controlled,4226.776,-4171.2446,1191,
Stormshield Stronghold,In Conflict,3995.1008,-4093.4915,1191,
Warspear Outpost,Horde Controlled,5052.596,-4184.4946,1191,
Warspear Outpost,In Conflict,5052.5728,-4182.8506,1191,
Throne of the Ogre King,Inactive,4532.258,-4381.585,1191,
Throne of the Ogre King,Active,4532.896,-4380.896,1191,
Alliance Graveyard,,4533.3706,-4003.0227,1191,
Horde Graveyard,,4532.9116,-4002.7275,1191,
Alliance Graveyard,,4198.7153,-4152.422,1191,
Horde Graveyard,,4843.078,-4184.377,1191,
Neutral Graveyard,,4532.9116,-4002.7275,1191,
Ogre Fire,In Conflict,5072.691,-4556.139,1191,
Hanging Satchel ,,604.92017,-890.7083,1116,
Scaly Rylakk Egg,near Rexxar capper on south island,-1388.7327,-2275.856,1116,
Peaceful Offering ,008D - basket,19.043404,-712.0226,1116,
Peaceful Offering ,008C,-47.28472,-662.69965,1116,
Peaceful Offering ,008B,-41.407986,-760.84204,1116,
Peaceful Offering ,008A - jar,-178.97917,-711.6042,1116,
Waterlogged Chest ,chest buried in the sand near Lobstroks,-1088.89,-357.47,1116,
Kaliri Egg,large egg in a nest,636.46704,-1612.1041,1116,
Veema's Herb Bag,anguish fortress catacombs,715.9774,-23.305555,1116,
Uzko's Knickknacks,anguish fortress catacombs,834.6875,-133.05208,1116,
Greka's Urn,anguish fortress catacombs,736.3351,-309.19098,1116,Shadowmoon Valley
Rovo's Dagger,anguish fortress catacombs,670.316,-189.09375,1116,
Ashes of A'kumbo,anguish fortress catacombs,679.44794,-262.375,1116,Shadowmoon Valley
Carved Drinking Horn,anguish fortress catacombs,891.2639,27.565973,1116,
Giant Beehive,"beehive in botani area, have to climb tree to reach",-684.5955,-1432.4479,1116,
Mikkal's Chest,draenei painter,1678.11,-1675.38,1116,
Ronokk's Belongings,anguish fortress catacombs,916.0035,176.8802,1116,
Giant Moonwillow Seed,"giant seed, needs new reward",595.36804,-35.28472,1116,
Armored Elekk Tusk,elekk skeleton being scavenged by wolves,1410.7882,-506.0816,1116,
Astrologer's Box,in observatory,981.0573,-1035.1337,1116,
Iron Horde Tribute ,chest inside Shaz'gul,11.6923,-249.389,1116,
Shadowmoon Exile Treasure,inside the exile cave with ner'zhul CSI,1575.71,-812.825,1116,
Sacrificial Dagger,at the top of the steps in anguish fortress,632.6268,261.53473,1116,
Rotting Basket,,1148.15,735.252,1116,
Vindicator's Cache,,-873.79517,-1157.6945,1116,
Demonic Cache,,1455.4479,861.53125,1116,
Bubbling Cauldron,crazed squirrels,1627.3351,-222.00174,1116,
Cargo of the Raven Queen,sunken cargo in the harbor,760.875,-3233.625,1116,
Fantastic Fish,fantastic fish,2406.6338,491.45312,1116,
Sunken Treasure,chest under iron horde ship,2338.802,337.63196,1116,
Stolen Treasure,pale cave treasure,2549.6658,456.70834,1116,
Smoldering True Iron Deposit,,6967.17,5294.63,1116,Frostfire Ridge
Cragmaul Brute,,7512.6587,4439.047,1116,Frostfire Ridge
Borokk the Devourer,,6540.52,3721.04,1116,Frostfire Ridge
Arena Master's War Horn,,7224.77,6104.65,1116,Frostfire Ridge
Lady Sena's Extra Stash,,5534.6035,4713.3535,1152,Frostfire Ridge
Buried Supplies,Buried Supplies,1875.5173,203.68056,1158,
Buried Supplies,Buried Supplies,1869.1719,196.72049,1158,
Buried Supplies,Buried Supplies,1740.9497,210.09723,1158,
Buried Supplies,Buried Supplies,1965.4966,333.35416,1158,
Lunarfall Egg,Lunarfall raven egg,1772.1615,244.67882,1116,
Beloved Offering,anguish fortress catacombs,810.38367,-194.96875,1116,
Alchemist's Satchel,Alchemist satchel in the Verdant Mire,650.0347,-1411.0365,1116,
Relics of the Ancestors,2H axe left in a graveyard,500.0521,-1270.3403,1116,
Strange Spore,atop some zangarshrooms,1768.5486,-1471.2517,1116,
Sunken Fishing Boat,fishing boat at the bottom of the lake,1498.6389,-223.22049,1116,
Iron Horde Cargo Shipment,Iron Horde caravan,-74.20139,-551.69965,1116,
Glowing Cave Mushroom,treasure in cave by waterfall,535.50696,-995.34894,1116,
Shadowmoon Treasure,,908.7049,378.6979,1116,
Pale Fishmonger,,5558.3145,5776.5537,1116,Frostfire Ridge
Deceptia's Smoldering Boots,,3949.5999,2324.9324,1116,Frostfire Ridge
Rook's Tacklebox,,3900.2292,1963.0278,1116,Frostfire Ridge
Jehil the Climber,,7190.413,3729.8274,1116,Frostfire Ridge
Slave's Stash,,6529.838,5815.3193,1116,Frostfire Ridge
Obsidian Petroglyph,,6733.249,5164.507,1116,Frostfire Ridge
Wiggling Egg,,5589.77,3568.4895,1116,Frostfire Ridge
Iron Horde Supplies,,5457.7534,3293.0876,1116,Frostfire Ridge
Cragmaul Cache,,7574.5767,5080.94,1116,Frostfire Ridge
Arena Master's War Horn,,7257.686,6089.362,1116,Frostfire Ridge
Crag-Leaper's Cache,,6980.578,4897.7334,1116,Frostfire Ridge
Supply Dump,,6247.9556,6520.4653,1116,Frostfire Ridge
Survivalist's Cache,,7225.838,3548.8118,1116,Frostfire Ridge
Grimfrost Treasure,,6405.2153,3340.942,1116,Frostfire Ridge
Goren Leftovers,,7198.6484,3427.2239,1116,Frostfire Ridge
Frozen Orc Skeleton,,6148.3525,4010.7327,1116,Frostfire Ridge
Frozen Frostwolf Axe,,6293.7144,6027.578,1116,Frostfire Ridge
Burning Pearl,,7487.992,4928.118,1116,Frostfire Ridge
Sealed Jug,,6426.817,6905.155,1116,Frostfire Ridge
Lucky Coin,,7785.124,6331.7554,1116,Frostfire Ridge
Snow-Covered Strongbox,,7748.58,6040.3594,1116,Frostfire Ridge
Gnawed Bone,,7439.2144,5945.6206,1116,Frostfire Ridge
Pale Loot Sack,,6205.389,6180.6094,1116,Frostfire Ridge
Forgotten Supplies,,6007.518,4836.4844,1116,Frostfire Ridge
Lady Sena's Materials Stash,,5534.6035,4713.3535,1116,Frostfire Ridge
Raided Loot,,5863.6885,5228.0303,1116,Frostfire Ridge
Ogre Booty,,6838.816,5883.857,1116,Bladespire Citadel
Gorr'thogg's Personal Reserve,,6790.1,5891.89,1116,Bladespire Citadel
Ogre Booty,,6869.01,5771.9453,1116,Bladespire Citadel
Ogre Booty,,6678.7485,5807.52,1116,Bladespire Citadel
Doorog's Secret Stash,,6665.021,5879.452,1116,Bladespire Citadel
Ogre Booty,,6895.4478,5819.1304,1116,Bladespire Citadel
Ogre Booty,,6740.029,5784.96,1116,Bladespire Citadel
Ogre Booty,,6884.815,5788.954,1116,Bladespire Citadel
Ogre Booty,,6673.973,5666.999,1116,Bladespire Citadel
Ogre Booty,,6697.491,5627.5337,1116,Bladespire Citadel
Ogre Booty,,6694.982,5838.4956,1116,Bladespire Citadel
Iron Horde Munitions,,5345.3022,4038.3203,1116,Frostfire Ridge
Peaceful Offering,,-178.97917,-711.6042,1116,Shadowmoon Valley
Hanging Satchel,,604.32465,-890.1059,1116,Shadowmoon Valley
Scaly Rylak Egg,,-1099.7986,-2223.375,1116,Shadowmoon Valley
Waterlogged Chest,,-1087.4531,-357.43228,1116,Shadowmoon Valley
Iron Horde Tribute,,14.104167,-244.68404,1116,Shadowmoon Valley
Alchemist's Satchel,,650.0347,-1411.0365,1116,Shadowmoon Valley
Shadowmoon Exile Treasure,,1562.731,-801.0573,1116,Shadowmoon Valley
Shadowmoon Sacrificial Dagger,,634.2656,259.6389,1116,Shadowmoon Valley
Rotting Basket,,1148.342,734.8507,1116,Shadowmoon Valley
Vindicator's Cache,,-873.79517,-1157.6945,1116,Shadowmoon Valley
Demonic Cache,,1291.441,903.61285,1116,Shadowmoon Valley
Peaceful Offering,,-41.407986,-760.84204,1116,Shadowmoon Valley
Peaceful Offering,,-47.28472,-662.69965,1116,Shadowmoon Valley
Peaceful Offering,,19.043404,-712.0226,1116,Shadowmoon Valley
Astrologer's Box,,981.0573,-1035.1337,1116,Shadowmoon Valley
Armored Elekk Tusk,,1410.7882,-506.0816,1116,Shadowmoon Valley
Ronokk's Belongings,,916.0035,176.8802,1116,Shadowmoon Valley
Giant Moonwillow Cone,,595.36804,-35.28472,1116,Shadowmoon Valley
Cargo of the Raven Queen,,660.2708,-3396.606,1116,Shadowmoon Valley
Sunken Treasure,,2338.802,337.63196,1116,Shadowmoon Valley
Stolen Treasure,,2549.6658,456.70834,1116,Shadowmoon Valley
Mushroom-Covered Chest,,1550.1146,-1274.4427,1116,Shadowmoon Valley
Kaliri Egg,,636.46704,-1612.1041,1116,Shadowmoon Valley
Carved Drinking Horn,,891.2639,27.565973,1116,Shadowmoon Valley
Rovo's Dagger,,670.316,-189.09375,1116,Shadowmoon Valley
Uzko's Knickknacks,,834.6875,-133.05208,1116,Shadowmoon Valley
Veema's Herb Bag,,715.9774,-23.305555,1116,Shadowmoon Valley
Beloved's Offering,,810.38367,-194.96875,1116,Shadowmoon Valley
Swamplighter Hive,,-683.7552,-1435.7223,1116,Shadowmoon Valley
Ancestral Greataxe,,499.6684,-1270.8055,1116,Shadowmoon Valley
Strange Spore,,1768.5486,-1471.2517,1116,Shadowmoon Valley
Mikkal's Chest,,1680.8646,-1675.9219,1116,Shadowmoon Valley
Shadowmoon Treasure,,907.53125,377.4861,1116,Shadowmoon Valley
Glowing Cave Mushroom,,537.2899,-995.59204,1116,Shadowmoon Valley
Orc Skeleton,,1164.4584,-2217.7986,1116,Shadowmoon Valley
Strange Looking Dagger,,5232.3525,735.2917,1116,Gorgrond
Horned Skull,,7036.0176,1584.5382,1116,Gorgrond
Ancient Titan Chest,,7039.3203,704.5018,1116,Gorgrond
Laughing Skull Cache,,5541.935,1452.1632,1116,Gorgrond
Aged Stone Container,,6948.7065,1054.3594,1116,Gorgrond
Mysterious Petrified Pod,,6468.098,426.60416,1116,Gorgrond
Remains of Grimnir Ashpick,,6238.682,831.19617,1116,Gorgrond
Unknown Petrified Egg,,5651.58,843.88715,1116,Gorgrond
Forgotten Ogre Cache,,5293.4185,1006.3802,1116,Gorgrond
Forgotten Skull Cache,,5826.502,1222.625,1116,Gorgrond
Remains of Explorer Engineer Toldirk Ashlamp,,4489.8135,1308.092,1116,Gorgrond
Obsidian Crystal Formation,,5920.5234,1718.2448,1116,Gorgrond
Mysterious Petrified Pod,,5379.155,1702.5192,1116,Gorgrond
Unknown Petrified Egg,,5123.1006,1361.2639,1116,Gorgrond
Botani Essence Seed,,5145.028,1633.6945,1116,Gorgrond
Ancient Titan Chest,,6659.6094,965.6458,1116,Gorgrond
Unknown Petrified Egg,,7218.8594,1558.0695,1116,Gorgrond
Aged Stone Container,,6604.423,1604.8212,1116,Gorgrond
Mysterious Petrified Pod,,5624.428,119.86111,1116,Gorgrond
Forgotten Skull Cache,,4722.0835,1321.4375,1116,Gorgrond
Femur of Improbability,,5653.2847,1792.8455,1116,Gorgrond
Warm Goren Egg,,7011.0234,1064.4045,1116,Gorgrond
Mysterious Petrified Pod,,6472.645,-107.85416,1116,Gorgrond
Brokor's Sack,,6702.7456,1654.592,1116,Gorgrond
Weapons Cache,,7211.8203,1036.8698,1116,Gorgrond
Petrified Rylak Egg,,7248.598,1285.3195,1116,Gorgrond
Stashed Emergency Rucksack,,4500.7163,1131.7223,1116,Gorgrond
Remains of Balldir Deeprock,,6539.0425,337.2934,1116,Gorgrond
Suntouched Spear,,6880.0615,1330.691,1116,Gorgrond
Iron Supply Chest,,7274.203,1493.9358,1116,Gorgrond
Explorer Canister,,5414.9956,1766.1389,1116,Gorgrond
Discarded Pack,,5043.693,1603.0938,1116,Gorgrond
Vindicator's Hammer,,6112.9834,218.5243,1116,Gorgrond
Sasha's Secret Stash,,5880.9287,1874.9098,1116,Gorgrond
Sniper's Crossbow,,7266.9946,1390.8247,1116,Gorgrond
Harvestable Precious Crystal,,6865.279,1296.7067,1116,Gorgrond
Remains of Balik Orecrusher,,5529.6763,723.40454,1116,Gorgrond
Evermorn Supply Cache,,5337.2446,1647.1788,1116,Gorgrond
Ancient Titan Chest,,6818.8135,1025.5295,1116,Gorgrond
Unknown Petrified Egg,,5280.54,732.9774,1116,Gorgrond
Mysterious Petrified Pod,,5404.3115,1171.1372,1116,Gorgrond
Mysterious Petrified Pod,,5824.107,835.02606,1116,Gorgrond
Forgotten Skull Cache,,6523.04,1850.7448,1116,Gorgrond
Aged Stone Container,,7211.749,1181.9062,1116,Gorgrond
Unknown Petrified Egg,,6766.718,1203.7135,1116,Gorgrond
Ancient Titan Chest,,7078.941,1625.8108,1116,Gorgrond
Obsidian Crystal Formation,,7062.096,1132.5625,1116,Gorgrond
Aged Stone Container,,6902.4253,1335.6771,1116,Gorgrond
Aged Stone Container,,7096.8613,1532.474,1116,Gorgrond
Aged Stone Container,,7122.329,1652.0209,1116,Gorgrond
Ancient Titan Chest,,6753.9976,1616.5209,1116,Gorgrond
Obsidian Crystal Formation,,6380.192,1644.6875,1116,Gorgrond
Obsidian Crystal Formation,,6085.777,1627.9288,1116,Gorgrond
Aged Stone Container,,6583.3228,1132.3298,1116,Gorgrond
Ancient Titan Chest,,6772.521,1520.9584,1116,Gorgrond
Obsidian Crystal Formation,,7047.2188,1454.2743,1116,Gorgrond
Ancient Ogre Cache,,7247.283,1342.941,1116,Gorgrond
Aged Stone Container,,7379.3975,869.15106,1116,Gorgrond
Ancient Titan Chest,,7410.8506,1147.8091,1116,Gorgrond
Aged Stone Container,,6153.528,1300.8802,1116,Gorgrond
Ancient Ogre Cache,,5778.4844,1381.2517,1116,Gorgrond
Ancient Titan Chest,,5961.171,951.75867,1116,Gorgrond
Aged Stone Container,,6784.9565,314.4375,1116,Gorgrond
Ancient Ogre Cache,,6398.533,33.385418,1116,Gorgrond
Aged Stone Container,,5624.8447,196.42535,1116,Gorgrond
Ancient Ogre Cache,,5604.0815,630.5417,1116,Gorgrond
Ancient Titan Chest,,5094.4287,1049.8767,1116,Gorgrond
Aged Stone Container,,4781.8975,1326.4601,1116,Gorgrond
Ancient Ogre Cache,,4516.721,1618.5677,1116,Gorgrond
Ancient Ogre Cache,,4874.0522,1671.8889,1116,Gorgrond
Odd Skull,,5940.388,772.6875,1116,Gorgrond
Jug of Aged Ironwine,,3977.395,1929.9774,1116,Talador
Luminous Shell,,3254.9368,2699.6016,1116,Talador
Amethyl Crystal,,3141.9124,2131.8628,1116,Talador
Foreman's Lunchbox,,3290.0686,2413.1736,1116,Talador
Curious Deathweb Egg,,973.2448,1868.349,1116,Talador
Charred Sword,,2443.3196,1239.8334,1116,Talador
Farmer's Bounty,,590.9983,3722.2708,1116,Talador
Relic of Aruuna,,2651.515,1315.1736,1116,Talador
Iron Box,,1280.9132,1982.5348,1116,Talador
Barrel of Fish,,2522.2344,2112.0017,1116,Talador
Draenei Weapons,,1777.2466,2539.3352,1116,Talador
Soulbinder's Reliquary,,2239.0312,3479.8838,1116,Tomb of Souls
Webbed Sac,,907.5,1931.4427,1116,Talador
Relic of Telmor,,782.4965,3033.6206,1116,Talador
Treasure of Ango'rosh,,1070.2291,3548.034,1116,Talador
Light of the Sea,,3935.6614,3556.5312,1116,Talador
Bonechewer Remnants,,1376.4879,3848.2734,1116,Talador
Aruuna Mining Cart,,3040.2517,953.38544,1116,Talador
Keluu's Belongings,,2783.6807,1320.7656,1116,Talador
