Name_lang,Description_lang,Pos[0],Pos[1],ContinentID,MapName_lang,AreaName_lang,Origin
Army of the Light,Light's Shield,-2395.7986,8950.795,1669,Argus,Antoran Wastes,AreaPOI (Points of Interest table)
Army of the Light,Light's Shield,-3201.802,9063.782,1669,Argus,Antoran Wastes,AreaPOI (Points of Interest table)
Army of the Light,Light's Shield,-2461.198,9497.8545,1669,Argus,Antoran Wastes,AreaPOI (Points of Interest table)
Twilight Grove,,-410.0486,2514.8213,1677,Cathedral of Eternal Night,Cathedral of Eternal Night,AreaPOI (Points of Interest table)
The Emerald Archives,,-633.34375,2517.4758,1677,Cathedral of Eternal Night,Cathedral of Eternal Night,AreaPOI (Points of Interest table)
Invasion Point,Invasion Point: Sangua,1815.8351,995.35596,1669,Argus,,AreaPOI (Points of Interest table)
Hall of the Moon,,-418.26736,2514.6016,1677,Cathedral of Eternal Night,Cathedral of Eternal Night,AreaPOI (Points of Interest table)
Twilight Grove,,-631.0052,2521.8801,1677,Cathedral of Eternal Night,Cathedral of Eternal Night,AreaPOI (Points of Interest table)
Path of Illumination,,-457.6007,2510.8984,1677,Cathedral of Eternal Night,Cathedral of Eternal Night,AreaPOI (Points of Interest table)
The Emerald Archives,,-463.36285,2512.7612,1677,Cathedral of Eternal Night,Cathedral of Eternal Night,AreaPOI (Points of Interest table)
Sacristy of Elune,,-621.5382,2519.4565,1677,Cathedral of Eternal Night,Cathedral of Eternal Night,AreaPOI (Points of Interest table)
Path of Illumination,,-619.73615,2518.7249,1677,Cathedral of Eternal Night,Cathedral of Eternal Night,AreaPOI (Points of Interest table)
Invasion Point,Invasion Point: Cen'gar,630.24304,1172.2865,1669,Argus,,AreaPOI (Points of Interest table)
Invasion Point,Invasion Point: Val,736.94617,1977.3334,1669,Argus,,AreaPOI (Points of Interest table)
Invasion Point,Invasion Point: Bonich,6215.0547,9508.46,1669,Argus,,AreaPOI (Points of Interest table)
Invasion Point,Invasion Point: Aurinor,6351.9897,10231.771,1669,Argus,,AreaPOI (Points of Interest table)
Invasion Point,Invasion Point: Naigtal,5786.729,9198.628,1669,Argus,,AreaPOI (Points of Interest table)
Invasion Point,Invasion Point: Sangua,-2545.0017,8949.614,1669,Argus,,AreaPOI (Points of Interest table)
Invasion Point,Invasion Point: Cen'gar,-2763.94,9230.54,1669,Argus,,AreaPOI (Points of Interest table)
Invasion Point,Invasion Point: Bonich,-2226.6963,9333.897,1669,Argus,,AreaPOI (Points of Interest table)
Invasion Point,Invasion Point: Val,-3267.486,8757.391,1669,Argus,,AreaPOI (Points of Interest table)
Invasion Point,Invasion Point: Aurinor,-3357.2864,9032.254,1669,Argus,,AreaPOI (Points of Interest table)
Invasion Point,Invasion Point: Naigtal,-2459.0312,9347.276,1669,Argus,,AreaPOI (Points of Interest table)
Greater Invasion Point,Greater Invasion Point: Mistress Alluradel,-2692.4722,8935.101,1669,Argus,,AreaPOI (Points of Interest table)
Greater Invasion Point,Greater Invasion Point: Occularus,-2915.6667,9327.691,1669,Argus,,AreaPOI (Points of Interest table)
Greater Invasion Point,Greater Invasion Point: Pit Lord Vilemus,-2473.9932,9122.139,1669,Argus,,AreaPOI (Points of Interest table)
The Jeweled Estate,,1033.2466,3257.091,1571,Court of Stars,Midnight Court,AreaPOI (Points of Interest table)
Greater Invasion Point,Greater Invasion Point: Inquisitor Meto,-3220.6511,9056.188,1669,Argus,,AreaPOI (Points of Interest table)
Greater Invasion Point,Greater Invasion Point: Sotanathor,5519.4907,10020.769,1669,Argus,,AreaPOI (Points of Interest table)
Greater Invasion Point,Greater Invasion Point: Matron Folnuna,2016.981,1470.5677,1669,Argus,,AreaPOI (Points of Interest table)
Court of Stars,,1026.3993,3250.7292,1571,Court of Stars,,AreaPOI (Points of Interest table)
The Grand Hall,,3145.7534,7415.7275,1501,Black Rook Hold,Black Rook Hold,AreaPOI (Points of Interest table)
The Ravenscrypt,,3146.2004,7415.2485,1501,Black Rook Hold,Black Rook Hold,AreaPOI (Points of Interest table)
Ravenshold,,3150.5696,7335.8813,1501,Black Rook Hold,Black Rook Hold,AreaPOI (Points of Interest table)
The Grand Hall,,3154.2952,7334.475,1501,Black Rook Hold,Black Rook Hold,AreaPOI (Points of Interest table)
The Rook's Roost,,3180.8376,7398.694,1501,Black Rook Hold,Black Rook Hold,AreaPOI (Points of Interest table)
Ravenshold,,3178.928,7399.0557,1501,Black Rook Hold,Black Rook Hold,AreaPOI (Points of Interest table)
Lord Ravencrest's Chamber,,3193.31,7366.97,1501,Black Rook Hold,Black Rook Hold,AreaPOI (Points of Interest table)
The Rook's Roost,,3187.32,7374.58,1501,Black Rook Hold,Black Rook Hold,AreaPOI (Points of Interest table)
The Raven's Crown,,3163.55,7366.8,1501,Black Rook Hold,Black Rook Hold,AreaPOI (Points of Interest table)
Lord Ravencrest's Chamber,,3165.4202,7371.1304,1501,Black Rook Hold,Black Rook Hold,AreaPOI (Points of Interest table)
Field of the Eternal Hunt,,3249.4202,634.85767,1477,Halls of Valor,,AreaPOI (Points of Interest table)
The High Gate,,3204.64,2887.75,1477,Halls of Valor,,AreaPOI (Points of Interest table)
Halls of Valor,,3260.2551,528.9774,1477,Halls of Valor,Halls of Valor,AreaPOI (Points of Interest table)
The High Gate,,3238.8152,528.68054,1477,Halls of Valor,,AreaPOI (Points of Interest table)
The Hold,,7412.9707,7255.6665,1492,Maw of Souls,,AreaPOI (Points of Interest table)
The Naglfar,,2933.2544,648.1389,1492,Maw of Souls,,AreaPOI (Points of Interest table)
The Hold,,2933.442,663.06946,1492,Maw of Souls,,AreaPOI (Points of Interest table)
Lower Broken Stair,,-11070.433,-2004.8125,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Upper Broken Stair,,-11065.703,-1979.2639,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Lower Broken Stair,,-11062.654,-1980.7274,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
The Menagerie,,-11039.201,-1961.2396,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Upper Broken Stair,,-11032.223,-1954.2067,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Guardian's Library,,-11160.255,-1902.0798,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
The Menagerie,,-4484.0728,-2224.0227,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Library Floor,,-4644.408,-2517.6946,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Gamesman's Hall,,3975.5703,-2244.7205,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Upper Library,,3973.5981,-2245.4983,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Netherspace,,3696.2925,-2211.0383,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Gamesman's Hall,,3695.8699,-2209.0574,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
The Guest Chambers,,-11072.226,-1935.9062,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Master's Terrace,,-11066.799,-1943.3004,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
The Banquet Hall,,-10924.138,-2046.1007,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Servant's Quarters,,-10871.399,-1898.3195,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
The Guest Chambers,,-10867.724,-1887.441,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Opera Hall Balcony,,-10851.151,-1861.2778,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
The Guest Chambers,,-10943.092,-1798.25,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Opera Hall Balcony,,-10945.5,-1790.1302,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
The Banquet Hall,,-11053.4,-1968.01,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Upper Livery Stables,,-11149.42,-1891.8646,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Servant's Quarters,,-11141.799,-1887.0695,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
The Banquet Hall,,-11037.545,-1923.8055,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Servant's Quarters,,-11057.899,-2013.6406,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Upper Livery Stables,,-11029.192,-1924.599,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Servant's Quarters,,-11052.3,-1968.0,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
The Guest Chambers,,-10934.5,-2034.31,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Vault of the Wardens,,4479.4595,-451.14758,1493,Vault of the Wardens,,AreaPOI (Points of Interest table)
"Antorus, the Burning Throne",Raid,-3206.9602,9415.294,1669,Argus,Antoran Wastes,AreaPOI (Points of Interest table)
The Warden's Court,,4477.309,-451.3021,1493,Vault of the Wardens,,AreaPOI (Points of Interest table)
Vault of the Betrayer,,4450.9697,-304.52258,1493,Vault of the Wardens,,AreaPOI (Points of Interest table)
Vault of the Wardens,,4450.752,-321.27777,1493,Vault of the Wardens,,AreaPOI (Points of Interest table)
The Abyssal Throne,,6103.428,-707.21356,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
The Guardian's Sanctum,,6209.08,-796.229,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
Terrace of the Moon,,6142.54,-923.4722,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
Chamber of the Moon,,6141.45,-915.162,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
The Abyssal Throne,,6026.53,-1101.45,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
Terrace of the Moon,,6027.53,-1108.58,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
Chamber of the Moon,,6107.83,-727.494,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
Terrace of the Moon,,5969.39,-1001.62,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
The Abyssal Throne,,5975.3,-1018.68,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
Chamber of the Moon,,6221.87,-773.858,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
Chamber of the Avatar,,6324.647,-794.99133,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
The Guardian's Sanctum,,6350.472,-795.9219,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
The Twisting Nether,,6754.3066,-797.61456,1676,Tomb of Sargeras,,AreaPOI (Points of Interest table)
Arcing Depths,,385.1337,3313.4036,1530,The Nighthold,,AreaPOI (Points of Interest table)
The Nightwell,,467.0955,3377.6702,1530,The Nighthold,,AreaPOI (Points of Interest table)
The Nighthold,,540.9566,3394.2805,1530,The Nighthold,,AreaPOI (Points of Interest table)
Arcing Depths,,526.545,3379.88,1530,The Nighthold,,AreaPOI (Points of Interest table)
Captain's Quarters,,292.696,3349.76,1530,The Nighthold,,AreaPOI (Points of Interest table)
Astromancer's Rise,,491.374,3128.18,1530,The Nighthold,,AreaPOI (Points of Interest table)
Shal'Dorei Terrace,,591.945,3051.12,1530,The Nighthold,,AreaPOI (Points of Interest table)
The Nighthold,,596.6719,3046.73,1530,The Nighthold,,AreaPOI (Points of Interest table)
The Balconies,,927.65106,3193.7344,1571,Court of Stars,,AreaPOI (Points of Interest table)
The Balconies,,974.059,3153.7473,1571,Court of Stars,,AreaPOI (Points of Interest table)
The Jeweled Estate,,972.40625,3152.9844,1571,Court of Stars,Midnight Court,AreaPOI (Points of Interest table)
The Jeweled Estate,,927.67017,3192.1753,1571,Court of Stars,Midnight Court,AreaPOI (Points of Interest table)
Master's Terrace,,-10851.7,-1848.39,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Master's Terrace,,-11141.101,-1962.4202,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Upper Livery Stables,,-11137.9,-1963.44,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
Master's Terrace,,-11070.772,-2009.7396,1651,Return to Karazhan,,AreaPOI (Points of Interest table)
The Nightspire,,314.38715,3104.23,1530,The Nighthold,,AreaPOI (Points of Interest table)
The Font of Night,,334.002,3187.05,1530,The Nighthold,,AreaPOI (Points of Interest table)
Trial of Valor,,3290.49,5953.84,1648,Trial of Valor,,AreaPOI (Points of Interest table)
Helheim,,3606.97,5611.45,1648,Trial of Valor,,AreaPOI (Points of Interest table)
Haustvald,,345.93576,366.79514,1648,Trial of Valor,,AreaPOI (Points of Interest table)
Grizzly Hills,,1997.2639,1344.901,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
The Emerald Nightmare,,1926.092,1282.1632,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
Mulgore,,1833.1615,1258.6216,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
Clutch of Corruption,,1732.2031,1467.283,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
Core of the Nightmare,,-12968.7,12230.4,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
Moonglade,,1876.5486,1327.8507,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
Un'goro Crater,,1797.5729,1329.7865,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
Core of the Nightmare,,11328.1,11057.6,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
Core of the Nightmare,,11189.7,-12625.1,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
Rift of Aln,,11361.8,-12797.3,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
Core of the Nightmare,,459.38,-12757.3,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
Core of the Nightmare,,-12364.5,-12958.0,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
Core of the Nightmare,,1738.9375,1456.0435,1520,The Emerald Nightmare,,AreaPOI (Points of Interest table)
"Vindicaar, Krokuun",,443.0,1447.0,1669,Argus,Darkfall Ridge,AreaPOI (Points of Interest table)
"Vindicaar, Eredath",,4664.6,9850.46,1669,Argus,Triumvirate's End,AreaPOI (Points of Interest table)
"Vindicaar, Antoran Wastes",,-2623.0,8646.0,1669,Argus,Hope's Landing,AreaPOI (Points of Interest table)
Halls of the Boundless Reach,,-3092.2136,10158.575,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
The Exhaust,,-3435.9253,10157.873,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Gaze of the Legion,,-2881.625,10781.54,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Light's Breach,,-3703.5781,-1614.0712,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Elunaria,,-3790.533,-1517.9879,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Halls of the Boundless Reach,,-4315.269,-11160.042,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Elarian Sanctuary,,-3993.408,-10939.388,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Elunaria,,-3974.1284,-10917.073,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Light's Breach,,-10575.045,8788.32,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Door,,-10574.979,8783.693,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
The Burning Throne,,-10581.415,8770.194,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
The Exhaust,,-12633.857,-3381.54,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
The World Soul,,-12634.205,-2644.4653,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Temple of Anguish,,-12633.021,-2595.375,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Chamber of Anguish,,-12633.583,-2889.0156,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Temple of Anguish,,-12541.716,-2823.415,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Main Entrance,7.3 Argus Raid - Eonar - Warp Icon - A - Main Entrance,-3980.8108,-10925.538,1712,"Antorus, the Burning Throne",Elarian Sanctuary,AreaPOI (Points of Interest table)
Lower Entrance,7.3 Argus Raid - Eonar - Warp Icon - B -Lower Entrance,-3868.8628,-10938.221,1712,"Antorus, the Burning Throne",Elarian Sanctuary,AreaPOI (Points of Interest table)
High Temple Entrance,7.3 Argus Raid - Eonar - Warp Icon - C - High Temple Entrance,-3925.5852,-10665.326,1712,"Antorus, the Burning Throne",Elarian Sanctuary,AreaPOI (Points of Interest table)
Light's Breach,,-2855.2917,10818.952,1712,"Antorus, the Burning Throne","Antorus, the Burning Throne",AreaPOI (Points of Interest table)
Sacrificial Pits,,-755.4184,2204.8628,1763,Atal'Dazar,,AreaPOI (Points of Interest table)
Sacrificial Pits,,-935.41144,2208.5278,1763,Atal'Dazar,,AreaPOI (Points of Interest table)
Atal'Dazar,,-791.03644,2239.816,1763,Atal'Dazar,Sacrificial Pits,AreaPOI (Points of Interest table)
Atal'Dazar,,-904.2708,2239.0417,1763,Atal'Dazar,Sacrificial Pits,AreaPOI (Points of Interest table)
Hatchet Ridge,Allows for collection of wood.,-789.832,-1775.65,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Hatchet Ridge,Allows for collection of wood.,-789.832,-1775.65,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Northfold Crossing,Secure a foothold in Arathi.,-1022.47,-1989.17,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Northfold Crossing,Secure a foothold in Arathi.,-1022.47,-1989.17,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
High Perch,"Construct a tower, providing fast|naccess to captured locations.",-1193.78,-1900.16,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
High Perch,"Construct a tower, providing fast|naccess to captured locations.",-1193.78,-1900.16,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Circle of Elements,Construct a Spirit Lodge to bring|npowerful caster units to your army.,-1186.38,-2210.45,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Circle of Elements,Construct a Spirit Lodge to bring|npowerful caster units to your army.,-1186.38,-2210.45,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Drywhisker Mine,Allows for the collection of Iron.,-1003.03,-2307.06,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Drywhisker Mine,Allows for the collection of Iron.,-1003.03,-2307.06,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Newstead,Construct a Bestiary to recruit|nmounted troops.,-1085.58,-1688.0,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Newstead,Construct a Bestiary to recruit|nmounted troops.,-1085.58,-1688.0,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Valorcall Pass,Train Demolishers to lay siege to Stromgarde.,-1337.49,-1840.35,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Valorcall Pass,Capture to lay siege to Stromgarde.,-1337.49,-1840.35,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Valorcall Pass,Horde,-1320.33,-1849.5,1943,Warfronts Arathi - Alliance,Arathi Highlands,AreaPOI (Points of Interest table)
Valorcall Pass,Alliance,-1320.33,-1849.5,1943,Warfronts Arathi - Alliance,Arathi Highlands,AreaPOI (Points of Interest table)
Stormgarde Keep,Horde,-1570.37,-1803.21,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Drywhisker Mine,Allows for the collection of Iron.,-1003.03,-2307.06,1876,Warfronts Arathi - Horde,,AreaPOI (Points of Interest table)
Circle of Elements,Construct a Spirit Lodge to bring|npowerful caster units to your army.,-1186.38,-2210.45,1876,Warfronts Arathi - Horde,,AreaPOI (Points of Interest table)
The Antechamber of Ulduar,,980.03644,-10.46875,603,Ulduar,Ulduar,AreaPOI (Points of Interest table)
The Grand Approach,,1493.2743,-24.315973,603,Ulduar,Ulduar,AreaPOI (Points of Interest table)
The Inner Sanctum of Ulduar,,1805.7344,-23.876736,603,Ulduar,Ulduar,AreaPOI (Points of Interest table)
The Prison of Yogg-Saron,,1903.1459,248.41145,603,Ulduar,Ulduar,AreaPOI (Points of Interest table)
The Inner Sanctum of Ulduar,,1904.1528,286.0087,603,Ulduar,Ulduar,AreaPOI (Points of Interest table)
The Spark of Imagination,,2268.1094,292.43924,603,Ulduar,Ulduar,AreaPOI (Points of Interest table)
The Inner Sanctum of Ulduar,,2343.4497,2570.9028,603,Ulduar,Ulduar,AreaPOI (Points of Interest table)
Northfold,Horde,-867.3351,-2112.1355,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Destroyed Great Hall,Capture and Rebuild!,-867.335,-2112.14,1876,Warfronts Arathi - Horde,,AreaPOI (Points of Interest table)
Zidormi,Travel through time to another point in Silithus' history.,-6467.59,-219.787,1,Kalimdor,Silithus,AreaPOI (Points of Interest table)
Zidormi,Travel through time to another point in the Blasted Lands' history.,-10761.1,-2957.73,0,Eastern Kingdoms,Blasted Lands,AreaPOI (Points of Interest table)
Zidormi,Travel through time to another point in Dustwallow Marsh's history.,-3766.9,-3910.26,1,Kalimdor,Dustwallow Marsh,AreaPOI (Points of Interest table)
Zidormi,Travel through time to another point in Kun-Lai Summit's history.,3830.45,1801.8,870,Pandaria,Kun-Lai Summit,AreaPOI (Points of Interest table)
The Drain,,133.8368,-2745.0278,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Tol Dagor,,139.55035,-2737.0244,1771,Tol Dagor,,AreaPOI (Points of Interest table)
The Drain,,193.45486,-2693.6824,1771,Tol Dagor,,AreaPOI (Points of Interest table)
The Brig,,188.2118,-2700.769,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Detention Block,,104.01736,-2653.8108,1771,Tol Dagor,,AreaPOI (Points of Interest table)
The Brig,,102.20313,-2656.6372,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Officer's Quarters,,122.70139,-2627.8699,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Detention Block,,120.35069,-2631.2415,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Overseer's Redoubt,,184.07986,-2703.9358,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Officer's Quarters,,208.24306,-2696.1145,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Overseer's Summit,,176.781,-2743.95,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Overseer's Redoubt,,193.61111,-2719.7222,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Locked Prison Grate,,137.92882,-2651.8872,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Locked Prison Grate,,154.8368,-2702.8333,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Locked Prison Grate,,117.42361,-2667.7952,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Locked Prison Grate,,154.56944,-2702.7622,1771,Tol Dagor,,AreaPOI (Points of Interest table)
Barracks,Primary troop production building.,-924.063,-2084.24,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Altar of Storms,Access to powerful player bonuses.,-809.205,-2078.84,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Workshop,Vehicle production building.,-809.63,-2016.11,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Great Hall,Main structure which improves the base.,-853.733,-2134.14,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Barracks,Primary troop production building.,-924.063,-2084.24,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Altar of Storms,Access to powerful player bonuses.,-809.205,-2078.84,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Workshop,Vehicle production building.,-809.63,-2016.11,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Armory,Upgrade the weapons and armor of units.,6755.17,-49.1807,2111,Warfronts Darkshore - Horde,Darkshore,AreaPOI (Points of Interest table)
Stronghold,Horde,-853.733,-2134.14,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
Stromgarde Keep,Assault and defeat the enemy commander.,-1675.3473,-1802.6858,1876,Warfronts Arathi - Horde,,AreaPOI (Points of Interest table)
Fortress,Horde,-853.733,-2134.14,1876,Warfronts Arathi - Horde,Arathi Highlands,AreaPOI (Points of Interest table)
The Cellar,,-589.74133,-251.77605,1862,Waycrest Manor,Waycrest Manor,AreaPOI (Points of Interest table)
The Cellar,,-463.34375,-300.72223,1862,Waycrest Manor,Waycrest Manor,AreaPOI (Points of Interest table)
Upstairs,,-572.0643,-259.34027,1862,Waycrest Manor,Waycrest Manor,AreaPOI (Points of Interest table)
Upstairs,,-510.0,-207.3941,1862,Waycrest Manor,Waycrest Manor,AreaPOI (Points of Interest table)
The Grand Foyer,,-555.7118,-259.81772,1862,Waycrest Manor,Waycrest Manor,AreaPOI (Points of Interest table)
The Grand Foyer,,-575.0347,-182.82118,1862,Waycrest Manor,Waycrest Manor,AreaPOI (Points of Interest table)
The Grand Foyer,,-492.43402,-207.46701,1862,Waycrest Manor,Waycrest Manor,AreaPOI (Points of Interest table)
The Grand Foyer,,-512.4948,-208.23091,1862,Waycrest Manor,Waycrest Manor,AreaPOI (Points of Interest table)
The Grand Foyer,,-465.4861,-300.80902,1862,Waycrest Manor,Waycrest Manor,AreaPOI (Points of Interest table)
The Cellar,,-488.9514,-208.02951,1862,Waycrest Manor,Waycrest Manor,AreaPOI (Points of Interest table)
Catacombs,,-539.6024,-231.98264,1862,Waycrest Manor,,AreaPOI (Points of Interest table)
Upstairs,,-552.559,-182.55035,1862,Waycrest Manor,Waycrest Manor,AreaPOI (Points of Interest table)
The Rupture,,-526.9427,-288.84027,1862,Waycrest Manor,,AreaPOI (Points of Interest table)
Catacombs,,-489.67014,-328.3646,1862,Waycrest Manor,,AreaPOI (Points of Interest table)
Ruins of Undercity,,1594.3385,240.2882,0,Eastern Kingdoms,Tirisfal Glades,AreaPOI (Points of Interest table)
High Perch,"Construct a tower, providing fast|naccess to captured locations.",-1206.83,-1902.9,1943,Warfronts Arathi - Alliance,Arathi Highlands,AreaPOI (Points of Interest table)
High Perch,"Construct a tower, providing fast|naccess to captured locations.",-1206.83,-1902.9,1943,Warfronts Arathi - Alliance,Arathi Highlands,AreaPOI (Points of Interest table)
Northfold Crossing,Alliance,-1030.07,-1986.36,1943,Warfronts Arathi - Alliance,Arathi Highlands,AreaPOI (Points of Interest table)
Northfold Crossing,Horde,-1030.07,-1986.36,1943,Warfronts Arathi - Alliance,Arathi Highlands,AreaPOI (Points of Interest table)
Circle of Elements,Construct an Arcane Sanctum to bring|npowerful caster units to your army.,-1186.38,-2210.45,1943,Warfronts Arathi - Alliance,Arathi Highlands,AreaPOI (Points of Interest table)
Circle of Elements,Construct an Arcane Sanctum to bring|npowerful caster units to your army.,-1186.38,-2210.45,1943,Warfronts Arathi - Alliance,Arathi Highlands,AreaPOI (Points of Interest table)
Circle of Elements,Construct an Arcane Sanctum to bring|npowerful caster units to your army.,-1186.38,-2210.45,1943,Warfronts Arathi - Alliance,,AreaPOI (Points of Interest table)
